Lyford Plot 3,,"Harvard Forest, MA",,,"Dates: 05/06/2013, 11/03/2014, 06/19/2015",,,,,,
,,,,,,,,,,,
Lyford plot layout,,"Census center: -600S, 0W",,,,,,,,,
,,"GPS center: 42.53008 N, -72.18246 W",,,,,,,,,
NW: 50,NE: 51,,,,,,,,,,
SW: 60,SE: 61,,,,,,,,,,
,,,,,,,,,,,
Site,Tree Number,Species,Canopy,Status,DBH,Distance,Azimuth,Tag,DistTop,AzTop,Decay
LF3,1,QURU,codominant,Li,37.9,10,356,4169,NA,NA,NA
LF3,2,QURU,intermediate,Li,19.8,11.2,16,997,NA,NA,NA
LF3,3,FAGR,suppressed,Li,20.3,7.4,22,1006,NA,NA,NA
LF3,4,QURU,codominant,Li,32.9,0.6,58,989,NA,NA,NA
LF3,5,QURU,intermediate,Li,19,6.6,70,1016,NA,NA,NA
LF3,6,QURU,dominant,Li,61,11.1,70,1052,NA,NA,NA
LF3,7,HAVI,suppressed,Li,10.2,9.1,88,1169,NA,NA,NA
LF3,8,QURU,intermediate,Li,24.5,12.4,40,1030,NA,NA,NA
LF3,9,ACRU,dominant,Li,35.5,8.3,180,1208,NA,NA,NA
LF3,10,FAGR,dominant,dead,46.3,9.7,156,1211,NA,NA,NA
LF3,11,ACRU,intermediate,Li,35.7,11.2,124,1200,NA,NA,NA
LF3,12,PIST,suppressed,Li,25.6,12.2,102,1198,NA,NA,NA
LF3,13,ACRU,suppressed,Li,15.8,8.5,94,1202,NA,NA,NA
LF3,14,QURU,codominant,Li,35.8,1.7,250,4800,NA,NA,NA
LF3,15,BEAL,suppressed,Li,10.8,2.6,212,4801,NA,NA,NA
LF3,16,ACRU,suppressed,dead,13.3,4.3,218,4797,NA,NA,NA
LF3,17,ACRU,dominant,Li,50,10.9,186,4807,NA,NA,NA
LF3,18,QURU,intermediate,dead,22.2,9.3,252,4793,NA,NA,NA
LF3,19,QURU,dominant,Li,39.6,11.3,268,4758,NA,NA,NA
LF3,20,BEAL,suppressed,Li,10.4,10.8,236,5652,NA,NA,NA
LF3,21,QURU,dominant,Li,58.9,12.8,310,4114,NA,NA,NA
LF3,22,QURU,intermediate,Li,24.8,10.7,298,4112,NA,NA,NA
LF3,23,QURU,intermediate,Li,22.3,8.2,318,4141,NA,NA,NA
LF3,24,ACRU,suppressed,Li,17.5,10,318,4132,NA,NA,NA
LF3,25,ACRU,suppressed,Li,15.4,9.8,280,4124,NA,NA,NA
LF3,26,QURU,suppressed,Li,18.8,12,272,4102,NA,NA,NA
LF3,27,QURU,codominant,Li,36.1,12.2,358,4173,NA,NA,NA
LF3,28,QURU,suppressed,Li,26,13.7,20,997,NA,NA,NA
LF3,29,QURU,codominant,Li,36.1,15.8,28,1013,NA,NA,NA
LF3,30,QURU,intermediate,Sn,27.7,17.4,60,1062,NA,NA,NA
LF3,31,QURU,dominant,Li,51,15.5,56,1049,NA,NA,NA
LF3,32,QURU,codominant,Li,48.8,18.9,83,1097,NA,NA,NA
LF3,33,QURU,codominant,Li,34.4,16.1,92,1084,NA,NA,NA
LF3,34,QURU,codominant,Li,35.1,19.2,121,1195,NA,NA,NA
LF3,35,ACRU,intermediate,Li,27.7,19.8,128,1213,NA,NA,NA
LF3,36,ACRU,codominant,Li,29.6,16,146,1235,NA,NA,NA
LF3,37,QURU,codominant,Li,46.5,17.9,171,1245,NA,NA,NA
LF3,38,QURU,codominant,Li,46.7,17.7,174,1242,NA,NA,NA
LF3,39,QURU,codominant,Li,36.8,15.5,172,1241,NA,NA,NA
LF3,40,QURU,codominant,Li,41.9,17.2,197,4809,NA,NA,NA
LF3,41,QURU,codominant,Li,45.4,14.8,220,4790,NA,NA,NA
LF3,42,QURU,intermediate,Li,32,14,227,4780,NA,NA,NA
LF3,43,QURU,codominant,Li,54.8,15.4,246,4754,NA,NA,NA
LF3,44,QURU,intermediate,Li,27.7,18.4,282,4721,NA,NA,NA
LF3,45,QURU,dominant,Li,42.2,16.2,298,4077,NA,NA,NA
LF3,46,ACRU,suppressed,Li,22.7,15.4,310,4092,NA,NA,NA
